venta_id,fecha,cliente_id,juego_id,plataforma,precio,cantidad,metodo_pago,vendedor
V11896,2024-04-26,C0381,JV006,Xbox,219.9,1,Efectivo,Carlos
V11897,2024-02-17,C0145,JV017,PC,219.9,2,Tarjeta Crédito,Ana
V11898,2024-10-08,C0467,JV009,Switch,199.9,1,Tarjeta Débito,María
V11899,2024-11-27,C0183,JV015,PS5,239.9,1,Yape,Carlos
V11900,2024-09-26,C0087,JV019,Switch,249.9,1,Tarjeta Débito,María
V11901,2024-12-23,C0113,JV015,Xbox,239.9,1,Yape,Luis
V11902,2024-04-29,C0191,JV009,Switch,199.9,1,Efectivo,Luis
V11903,2024-11-22,C0276,JV017,PS5,219.9,1,Plin,José
V11904,2024-08-26,C0147,JV016,PS5,289.9,1,Tarjeta Crédito,Carlos
V11905,2024-12-20,C0406,JV010,PS5,229.9,3,Yape,Ana
V11906,2024-08-21,C0305,JV009,Switch,199.9,2,Efectivo,Luis
V11907,2024-08-14,C0038,JV018,Switch,129.9,1,Yape,María
V11908,2024-09-19,C0053,JV014,PS4,259.9,1,Efectivo,José
V11909,2024-03-22,C0426,JV012,PS4,189.9,1,Tarjeta Crédito,María
V11910,2024-10-29,C0232,JV019,Switch,249.9,2,Efectivo,José
V11911,2024-12-24,C0173,JV004,Switch,279.9,1,Tarjeta Débito,Ana
V11912,2024-07-21,C0139,JV003,PS5,229.9,1,Yape,María
V11913,2024-01-17,C0205,JV012,PS4,189.9,2,Yape,Luis
V11914,2024-06-13,C0388,JV015,Xbox,239.9,1,Plin,Luis
V11915,2024-01-08,C0145,JV010,PS5,229.9,1,Efectivo,Carlos
V11916,2024-09-05,C0303,JV020,PC,179.9,2,Tarjeta Débito,José
V11917,2024-12-29,C0003,JV015,PS5,239.9,1,Tarjeta Débito,Ana
V11918,2024-07-18,C0352,JV014,Switch,259.9,2,Tarjeta Débito,María
V11919,2024-04-05,C0253,JV019,Switch,249.9,2,Yape,Ana
V11920,2024-12-26,C0437,JV002,PS5,249.9,3,Tarjeta Débito,Luis
V11921,2024-10-17,C0250,JV020,PC,179.9,1,Tarjeta Débito,María
V11922,2024-12-03,C0464,JV001,PS5,299.9,1,Tarjeta Débito,María
V11923,2024-02-06,C0451,JV008,PS5,239.9,2,Efectivo,María
V11924,2024-05-23,C0003,JV013,PS5,269.9,1,Yape,Carlos
V11925,2024-12-14,C0077,JV020,PS5,179.9,1,Plin,Ana
V11926,2024-05-09,C0475,JV016,PS5,289.9,1,Tarjeta Crédito,María
V11927,2024-11-25,C0469,JV006,Xbox,219.9,1,Efectivo,José
V11928,2024-07-14,C0239,JV010,PC,229.9,2,Tarjeta Débito,José
V11929,2024-10-11,C0432,JV017,PS5,219.9,3,Plin,Luis
V11930,2024-09-02,C0147,JV011,PS5,219.9,1,Efectivo,Carlos
V11931,2024-10-18,C0377,JV005,PS5,299.9,2,Yape,José
V11932,2024-08-19,C0444,JV008,PS5,239.9,2,Plin,María
V11933,2024-12-12,C0258,JV010,PC,229.9,1,Efectivo,Carlos
V11934,2024-08-24,C0444,JV008,PS5,239.9,2,Plin,Luis
V11935,2024-10-09,C0444,JV006,Xbox,219.9,2,Efectivo,Luis
V11936,2024-08-02,C0163,JV013,PS5,269.9,2,Yape,Luis
V11937,2024-11-17,C0239,JV011,PS5,219.9,1,Efectivo,María
V11938,2024-09-05,C0071,JV005,PS5,299.9,1,Plin,Luis
V11939,2024-01-25,C0169,JV018,Switch,129.9,2,Efectivo,María
V11940,2024-05-17,C0254,JV006,PS5,219.9,1,Yape,María
V11941,2024-04-07,C0238,JV003,PC,229.9,1,Efectivo,Carlos
V11942,2024-06-07,C0006,JV013,PS5,269.9,2,Tarjeta Crédito,José
V11943,2024-04-28,C0287,JV005,PS5,299.9,2,Plin,José
V11944,2024-11-17,C0301,JV002,PS5,249.9,1,Yape,Carlos
V11945,2024-12-28,C0374,JV002,PC,249.9,2,Yape,María
V11946,2024-12-14,C0403,JV010,PC,229.9,1,Efectivo,María
V11947,2024-07-15,C0432,JV002,PS5,249.9,2,Efectivo,Luis
V11948,2024-12-02,C0415,JV012,Switch,189.9,1,Efectivo,José
V11949,2024-04-06,C0209,JV004,Switch,279.9,2,Efectivo,Ana
V11950,2024-07-10,C0431,JV009,Switch,199.9,1,Efectivo,Luis
V11951,2024-03-28,C0148,JV005,PS5,299.9,1,Yape,María
V11952,2024-02-01,C0040,JV019,Switch,249.9,1,Yape,María
V11953,2024-03-21,C0370,JV006,PS5,219.9,1,Yape,Luis
V11954,2024-12-15,C0070,JV019,Switch,249.9,2,Plin,Luis
V11955,2024-04-05,C0254,JV004,Switch,279.9,1,Plin,Carlos
V11956,2024-02-21,C0366,JV006,Xbox,219.9,1,Tarjeta Débito,Carlos
V11957,2024-02-17,C0027,JV013,PS5,269.9,3,Tarjeta Débito,Luis
V11958,2024-12-15,C0073,JV011,PS5,219.9,1,Efectivo,José
V11959,2024-09-14,C0329,JV020,Xbox,179.9,1,Yape,Luis
V11960,2024-05-30,C0478,JV003,PS5,229.9,3,Plin,Carlos
V11961,2024-06-04,C0353,JV020,PS5,179.9,2,Tarjeta Débito,Luis
V11962,2024-10-02,C0445,JV015,PS5,239.9,2,Tarjeta Crédito,Ana
V11963,2024-12-06,C0055,JV008,PC,239.9,1,Efectivo,Carlos
V11964,2024-04-17,C0375,JV012,PS5,189.9,1,Tarjeta Crédito,Ana
V11965,2024-12-07,C0150,JV002,PS5,249.9,1,Efectivo,José
V11966,2024-03-11,C0418,JV018,Switch,129.9,2,Tarjeta Crédito,José
V11967,2024-03-15,C0332,JV012,PS5,189.9,1,Efectivo,Luis
V11968,2024-11-19,C0091,JV018,Switch,129.9,1,Yape,Ana
V11969,2024-11-27,C0354,JV012,PC,189.9,1,Yape,Luis
V11970,2024-07-10,C0327,JV015,PS5,239.9,1,Efectivo,José
V11971,2024-07-29,C0353,JV013,PS5,269.9,1,Tarjeta Débito,Carlos
V11972,2024-02-06,C0458,JV014,PS4,259.9,1,Tarjeta Crédito,Luis
V11973,2024-05-18,C0362,JV010,PS5,229.9,3,Efectivo,María
V11974,2024-10-22,C0231,JV001,PS4,299.9,1,Plin,María
V11975,2024-03-25,C0159,JV008,PC,239.9,2,Tarjeta Crédito,Carlos
V11976,2024-04-11,C0009,JV015,PS5,239.9,2,Tarjeta Débito,Ana
V11977,2024-08-29,C0494,JV018,PC,129.9,2,Tarjeta Crédito,Carlos
V11978,2024-02-01,C0365,JV019,Switch,249.9,1,Yape,Luis
V11979,2024-01-24,C0138,JV012,PS5,189.9,1,Yape,Ana
V11980,2024-07-18,C0403,JV003,PC,229.9,1,Plin,José
V11981,2024-06-12,C0408,JV002,PS5,249.9,1,Yape,María
V11982,2024-10-03,C0135,JV011,PC,219.9,3,Efectivo,Luis
V11983,2024-01-07,C0149,JV001,PS5,299.9,1,Tarjeta Débito,Luis
V11984,2024-08-12,C0282,JV006,PS5,219.9,2,Plin,Ana
V11985,2024-12-05,C0381,JV002,PS5,249.9,1,Plin,Luis
V11986,2024-02-19,C0432,JV015,PS5,239.9,2,Yape,Luis
V11987,2024-07-23,C0289,JV004,Switch,279.9,1,Efectivo,José
V11988,2024-05-18,C0489,JV008,Xbox,239.9,1,Yape,María
V11989,2024-04-16,C0011,JV018,PC,129.9,1,Yape,Ana
V11990,2024-09-15,C0262,JV020,PS5,179.9,1,Yape,Carlos
V11991,2024-03-31,C0466,JV002,PS5,249.9,2,Tarjeta Débito,José
V11992,2024-11-25,C0186,JV005,PS5,299.9,1,Plin,José
V11993,2024-01-05,C0097,JV020,Xbox,179.9,2,Plin,Carlos
V11994,2024-07-02,C0224,JV011,PS5,219.9,2,Tarjeta Débito,José
V11995,2024-08-29,C0383,JV003,Xbox,229.9,2,Yape,Luis
V11996,2024-05-08,C0449,JV012,Xbox,189.9,1,Plin,Luis
V11997,2024-12-17,C0009,JV005,PS5,299.9,3,Plin,José
V11998,2024-05-18,C0482,JV011,PC,219.9,1,Efectivo,María
V11999,2024-02-07,C0428,JV017,PS5,219.9,1,Tarjeta Crédito,Luis
V12000,2024-05-30,C0463,JV010,Xbox,229.9,2,Yape,María
V12001,2024-03-13,C0320,JV017,PC,219.9,1,Plin,Luis
V12002,2024-05-31,C0080,JV015,PS5,239.9,3,Tarjeta Débito,Ana
V12003,2024-05-22,C0315,JV008,Xbox,239.9,1,Plin,Carlos
V12004,2024-06-04,C0498,JV019,Switch,249.9,3,Tarjeta Débito,Ana
V12005,2024-08-10,C0101,JV010,PC,229.9,1,Tarjeta Débito,María
V12006,2024-02-02,C0007,JV017,Xbox,219.9,2,Tarjeta Débito,María
V12007,2024-03-25,C0054,JV012,PS5,189.9,1,Tarjeta Débito,Luis
V12008,2024-03-22,C0126,JV010,PS5,229.9,1,Efectivo,Ana
V12009,2024-07-07,C0200,JV013,PS4,269.9,1,Tarjeta Crédito,María
V12010,2024-12-14,C0152,JV001,PS4,299.9,1,Yape,José
V12011,2024-01-21,C0041,JV019,Switch,249.9,3,Tarjeta Crédito,José
V12012,2024-12-07,C0459,JV001,PS5,299.9,1,Plin,Ana
V12013,2024-02-16,C0136,JV019,Switch,249.9,1,Tarjeta Crédito,María
V12014,2024-03-15,C0354,JV011,PC,219.9,2,Yape,Luis
V12015,2024-03-17,C0189,JV013,PS5,269.9,3,Tarjeta Crédito,José
V12016,2024-07-20,C0063,JV004,Switch,279.9,2,Plin,Ana
V12017,2024-06-10,C0462,JV013,PS5,269.9,3,Tarjeta Crédito,José
V12018,2024-04-18,C0125,JV001,PS5,299.9,1,Plin,José
V12019,2024-02-28,C0230,JV017,PS5,219.9,1,Efectivo,Carlos
V12020,2024-07-28,C0236,JV014,PC,259.9,2,Tarjeta Crédito,Luis
V12021,2024-04-04,C0144,JV008,PC,239.9,2,Tarjeta Crédito,María
V12022,2024-05-25,C0103,JV008,Switch,239.9,1,Tarjeta Débito,María
V12023,2024-02-12,C0177,JV017,PS5,219.9,1,Yape,Luis
V12024,2024-11-02,C0395,JV007,Xbox,249.9,1,Tarjeta Crédito,Ana
V12025,2024-09-12,C0378,JV010,PS5,229.9,1,Yape,María
V12026,2024-01-29,C0060,JV014,PS5,259.9,2,Tarjeta Crédito,Luis
V12027,2024-07-15,C0396,JV014,PS5,259.9,1,Plin,María
V12028,2024-06-20,C0019,JV010,PS5,229.9,2,Plin,Luis
V12029,2024-12-10,C0379,JV004,Switch,279.9,1,Plin,Luis
V12030,2024-11-22,C0029,JV018,Switch,129.9,2,Efectivo,Luis
V12031,2024-06-03,C0284,JV010,PS5,229.9,1,Tarjeta Crédito,Carlos
V12032,2024-07-08,C0439,JV017,PS5,219.9,2,Tarjeta Crédito,José
V12033,2024-01-14,C0105,JV014,Switch,259.9,3,Yape,María
V12034,2024-10-02,C0400,JV010,PS5,229.9,1,Tarjeta Crédito,María
V12035,2024-02-20,C0469,JV005,PS5,299.9,1,Yape,Carlos
V12036,2024-07-28,C0199,JV015,Xbox,239.9,1,Tarjeta Crédito,Ana
V12037,2024-11-06,C0029,JV015,PS5,239.9,1,Efectivo,Ana
V12038,2024-12-14,C0254,JV006,PS5,219.9,1,Yape,Ana
V12039,2024-08-16,C0212,JV012,PS5,189.9,2,Plin,Ana
V12040,2024-06-29,C0355,JV014,Switch,259.9,1,Efectivo,Ana
V12041,2024-03-21,C0081,JV009,Switch,199.9,1,Efectivo,María
V12042,2024-10-25,C0362,JV007,Xbox,249.9,1,Plin,Ana
V12043,2024-12-18,C0135,JV006,PC,219.9,1,Efectivo,Ana
V12044,2024-10-02,C0368,JV014,PS4,259.9,1,Tarjeta Crédito,Carlos
V12045,2024-09-25,C0326,JV010,PS5,229.9,3,Efectivo,Luis
V12046,2024-11-26,C0245,JV020,PC,179.9,1,Efectivo,Luis
V12047,2024-09-22,C0327,JV008,PS5,239.9,1,Tarjeta Crédito,Carlos
V12048,2024-05-02,C0384,JV008,PS5,239.9,2,Plin,Ana
V12049,2024-01-05,C0175,JV014,PS4,259.9,1,Yape,Carlos
V12050,2024-06-17,C0045,JV018,PC,129.9,3,Tarjeta Débito,María
V12051,2024-07-16,C0030,JV018,Switch,129.9,2,Tarjeta Débito,Ana
V12052,2024-11-12,C0281,JV006,PC,219.9,1,Plin,Ana
V12053,2024-02-02,C0022,JV019,Switch,249.9,1,Efectivo,Luis
V12054,2024-07-02,C0271,JV019,Switch,249.9,1,Yape,Luis
V12055,2024-01-29,C0414,JV001,PS5,299.9,1,Plin,Carlos
V12056,2024-07-21,C0208,JV013,PS5,269.9,1,Yape,Carlos
V12057,2024-06-16,C0146,JV013,PS5,269.9,1,Plin,María
V12058,2024-02-15,C0323,JV019,Switch,249.9,1,Plin,Luis
V12059,2024-10-14,C0470,JV001,PS5,299.9,2,Plin,Ana
V12060,2024-12-14,C0299,JV009,Switch,199.9,3,Tarjeta Crédito,José
V12061,2024-05-09,C0401,JV017,PS5,219.9,2,Yape,José
V12062,2024-09-13,C0236,JV019,Switch,249.9,1,Yape,Luis
V12063,2024-03-13,C0235,JV020,PC,179.9,2,Yape,José
V12064,2024-05-14,C0352,JV010,Xbox,229.9,3,Plin,Luis
V12065,2024-06-24,C0441,JV020,PS5,179.9,1,Yape,Carlos
V12066,2024-11-03,C0166,JV004,Switch,279.9,2,Tarjeta Crédito,Carlos
V12067,2024-06-29,C0407,JV009,Switch,199.9,2,Tarjeta Débito,María
V12068,2024-11-23,C0206,JV010,PS5,229.9,1,Yape,Ana
V12069,2024-07-02,C0057,JV007,PS5,249.9,1,Tarjeta Débito,Carlos
V12070,2024-08-12,C0317,JV014,PC,259.9,1,Tarjeta Crédito,María
V12071,2024-05-04,C0101,JV003,PS5,229.9,1,Tarjeta Débito,José
V12072,2024-11-18,C0128,JV013,PS5,269.9,2,Tarjeta Débito,José
V12073,2024-11-19,C0461,JV015,PS5,239.9,1,Efectivo,José
V12074,2024-12-27,C0125,JV002,Xbox,249.9,3,Yape,Carlos
V12075,2024-11-08,C0091,JV014,PS4,259.9,1,Plin,Ana
V12076,2024-05-02,C0135,JV006,PS5,219.9,1,Yape,José
V12077,2024-03-29,C0009,JV015,Xbox,239.9,1,Tarjeta Crédito,José
V12078,2024-02-05,C0113,JV020,PC,179.9,1,Tarjeta Crédito,Carlos
V12079,2024-04-05,C0272,JV013,PS5,269.9,2,Tarjeta Crédito,María
V12080,2024-01-18,C0073,JV017,Xbox,219.9,1,Plin,Ana
V12081,2024-12-18,C0168,JV010,PS5,229.9,3,Efectivo,Carlos
V12082,2024-11-23,C0300,JV016,PS5,289.9,1,Tarjeta Crédito,Carlos
V12083,2024-12-10,C0296,JV001,PS5,299.9,3,Efectivo,Luis
V12084,2024-08-26,C0157,JV019,Switch,249.9,1,Yape,José
V12085,2024-04-25,C0143,JV019,Switch,249.9,3,Tarjeta Crédito,Carlos
V12086,2024-12-10,C0058,JV014,Xbox,259.9,2,Tarjeta Crédito,María
V12087,2024-01-10,C0209,JV008,PS5,239.9,1,Efectivo,Carlos
V12088,2024-03-24,C0110,JV008,PS5,239.9,2,Yape,María
V12089,2024-07-23,C0255,JV001,PS4,299.9,1,Tarjeta Crédito,Luis
V12090,2024-04-27,C0021,JV010,PC,229.9,1,Efectivo,Ana
V12091,2024-04-11,C0176,JV020,PS5,179.9,1,Yape,José
V12092,2024-07-23,C0075,JV005,PS5,299.9,1,Tarjeta Débito,José
V12093,2024-01-05,C0141,JV017,PS5,219.9,2,Plin,Luis
V12094,2024-02-21,C0322,JV011,PS5,219.9,3,Tarjeta Crédito,Luis
V12095,2024-04-24,C0300,JV018,Switch,129.9,2,Efectivo,Carlos
V12096,2024-05-06,C0325,JV010,PS5,229.9,3,Tarjeta Crédito,Luis
V12097,2024-08-19,C0120,JV012,PS4,189.9,2,Plin,Ana
V12098,2024-08-07,C0478,JV013,PS5,269.9,1,Tarjeta Débito,María
V12099,2024-01-28,C0014,JV020,PS5,179.9,1,Yape,Ana
V12100,2024-09-15,C0491,JV001,PS5,299.9,1,Tarjeta Crédito,José
V12101,2024-05-17,C0119,JV014,PC,259.9,3,Plin,Carlos
V12102,2024-03-26,C0191,JV017,PS5,219.9,2,Efectivo,José
V12103,2024-06-21,C0400,JV009,Switch,199.9,2,Plin,María
V12104,2024-07-07,C0325,JV018,PC,129.9,1,Tarjeta Débito,Ana
V12105,2024-02-19,C0025,JV009,Switch,199.9,1,Plin,María
V12106,2024-06-27,C0398,JV018,Xbox,129.9,1,Tarjeta Crédito,Luis
V12107,2024-09-18,C0303,JV009,Switch,199.9,2,Yape,Carlos
V12108,2024-08-05,C0422,JV004,Switch,279.9,2,Tarjeta Débito,Carlos
V12109,2024-04-22,C0294,JV015,PS5,239.9,1,Tarjeta Débito,Luis
V12110,2024-07-11,C0232,JV012,Switch,189.9,3,Efectivo,Carlos
V12111,2024-09-02,C0021,JV009,Switch,199.9,1,Tarjeta Débito,María
V12112,2024-06-20,C0150,JV020,PC,179.9,1,Tarjeta Débito,José
V12113,2024-04-20,C0401,JV007,PC,249.9,2,Efectivo,José
V12114,2024-04-28,C0129,JV007,PS5,249.9,1,Efectivo,Ana
V12115,2024-01-21,C0132,JV016,PS5,289.9,2,Tarjeta Débito,Carlos
V12116,2024-12-16,C0411,JV012,Xbox,189.9,2,Plin,José
V12117,2024-03-28,C0190,JV005,PS5,299.9,2,Yape,José
V12118,2024-05-26,C0280,JV019,Switch,249.9,1,Tarjeta Débito,Ana
V12119,2024-10-19,C0089,JV009,Switch,199.9,1,Tarjeta Débito,Luis
V12120,2024-12-30,C0021,JV007,Xbox,249.9,1,Tarjeta Débito,Ana
V12121,2024-09-23,C0205,JV013,PS5,269.9,3,Plin,Ana
V12122,2024-05-23,C0433,JV003,PS5,229.9,2,Tarjeta Crédito,José
V12123,2024-05-13,C0054,JV016,PS5,289.9,1,Tarjeta Débito,Ana
V12124,2024-12-09,C0367,JV010,PS5,229.9,3,Efectivo,José
V12125,2024-04-09,C0451,JV013,PS4,269.9,1,Tarjeta Crédito,María
V12126,2024-04-21,C0478,JV009,Switch,199.9,1,Yape,José
V12127,2024-07-31,C0173,JV016,PS5,289.9,2,Plin,Ana
V12128,2024-08-02,C0201,JV018,Switch,129.9,1,Yape,Ana
V12129,2024-03-15,C0444,JV001,PS5,299.9,1,Efectivo,María
V12130,2024-10-14,C0220,JV009,Switch,199.9,1,Plin,José
V12131,2024-10-22,C0490,JV016,PS5,289.9,2,Plin,José
V12132,2024-12-13,C0179,JV004,Switch,279.9,2,Tarjeta Débito,Luis
V12133,2024-04-14,C0354,JV014,PS4,259.9,2,Tarjeta Crédito,Ana
V12134,2024-09-29,C0302,JV005,PS5,299.9,3,Tarjeta Débito,María
V12135,2024-02-26,C0015,JV008,Xbox,239.9,1,Tarjeta Débito,Ana
V12136,2024-04-11,C0116,JV001,PS5,299.9,1,Tarjeta Débito,Carlos
V12137,2024-12-28,C0126,JV009,Switch,199.9,1,Tarjeta Crédito,María
V12138,2024-04-07,C0358,JV005,PS5,299.9,1,Plin,Luis
V12139,2024-08-06,C0069,JV004,Switch,279.9,1,Tarjeta Débito,Ana
V12140,2024-08-16,C0482,JV020,PS5,179.9,3,Tarjeta Débito,José
V12141,2024-05-17,C0343,JV003,Switch,229.9,1,Tarjeta Crédito,Ana
V12142,2024-04-13,C0060,JV004,Switch,279.9,1,Tarjeta Débito,María
V12143,2024-10-31,C0407,JV017,PS5,219.9,1,Yape,Ana
V12144,2024-07-20,C0451,JV017,PS5,219.9,3,Efectivo,Luis
V12145,2024-10-16,C0085,JV019,Switch,249.9,1,Yape,José
V12146,2024-03-07,C0223,JV009,Switch,199.9,1,Tarjeta Débito,María
V12147,2024-10-11,C0460,JV011,PC,219.9,2,Tarjeta Débito,Ana
V12148,2024-11-23,C0109,JV010,Xbox,229.9,2,Plin,Carlos
V12149,2024-06-10,C0397,JV017,PC,219.9,3,Plin,María
V12150,2024-11-08,C0390,JV001,PS5,299.9,1,Plin,Luis
V12151,2024-09-10,C0199,JV006,Switch,219.9,2,Plin,Ana
V12152,2024-04-26,C0385,JV015,PC,239.9,1,Tarjeta Crédito,Ana
V12153,2024-02-09,C0160,JV018,Xbox,129.9,2,Yape,Luis
V12154,2024-06-06,C0418,JV005,PS5,299.9,2,Yape,María
V12155,2024-04-06,C0412,JV016,PS5,289.9,1,Tarjeta Crédito,José
V12156,2024-02-19,C0308,JV002,Xbox,249.9,2,Plin,José
V12157,2024-01-31,C0394,JV018,Switch,129.9,2,Efectivo,Luis
V12158,2024-08-27,C0120,JV010,Xbox,229.9,1,Tarjeta Débito,Luis
V12159,2024-03-06,C0048,JV004,Switch,279.9,2,Tarjeta Crédito,Luis
V12160,2024-05-11,C0361,JV014,Xbox,259.9,3,Tarjeta Débito,María
V12161,2024-02-10,C0413,JV019,Switch,249.9,1,Efectivo,José
V12162,2024-09-18,C0230,JV005,PS5,299.9,2,Efectivo,Carlos
V12163,2024-07-11,C0081,JV019,Switch,249.9,1,Tarjeta Crédito,José
V12164,2024-11-17,C0341,JV005,PS5,299.9,1,Yape,José
V12165,2024-05-09,C0149,JV013,PS4,269.9,1,Tarjeta Crédito,Ana
V12166,2024-11-08,C0488,JV005,PS5,299.9,3,Efectivo,Ana
V12167,2024-05-13,C0188,JV014,Switch,259.9,1,Tarjeta Crédito,Ana
V12168,2024-08-13,C0498,JV002,PS5,249.9,1,Tarjeta Crédito,Carlos
V12169,2024-01-27,C0290,JV003,Xbox,229.9,3,Plin,Ana
V12170,2024-09-16,C0451,JV012,PC,189.9,1,Yape,José
V12171,2024-05-10,C0353,JV015,PS5,239.9,2,Tarjeta Crédito,Carlos
V12172,2024-11-27,C0395,JV004,Switch,279.9,1,Tarjeta Débito,José
V12173,2024-02-24,C0353,JV013,PS5,269.9,2,Tarjeta Crédito,Luis
V12174,2024-10-13,C0250,JV003,Xbox,229.9,2,Tarjeta Débito,Carlos
V12175,2024-10-28,C0404,JV012,PS5,189.9,2,Tarjeta Débito,Ana
V12176,2024-11-04,C0106,JV005,PS5,299.9,1,Tarjeta Débito,José
V12177,2024-11-27,C0238,JV002,PS5,249.9,2,Tarjeta Débito,José
V12178,2024-06-25,C0440,JV016,PS5,289.9,1,Yape,Carlos
V12179,2024-01-10,C0133,JV001,PS5,299.9,1,Efectivo,Luis
V12180,2024-08-10,C0336,JV010,Xbox,229.9,1,Tarjeta Crédito,Luis
V12181,2024-10-29,C0020,JV011,PS5,219.9,3,Yape,Ana
V12182,2024-08-01,C0481,JV001,PS5,299.9,2,Plin,Ana
V12183,2024-02-12,C0028,JV007,PS5,249.9,2,Tarjeta Crédito,José
V12184,2024-08-29,C0408,JV006,PC,219.9,1,Yape,Ana
V12185,2024-05-01,C0057,JV014,Xbox,259.9,1,Tarjeta Crédito,Carlos
V12186,2024-07-20,C0351,JV003,PS5,229.9,1,Plin,Ana
V12187,2024-03-06,C0207,JV006,Switch,219.9,2,Tarjeta Débito,María
V12188,2024-03-09,C0027,JV008,PS5,239.9,1,Yape,José
V12189,2024-02-22,C0129,JV005,PS5,299.9,3,Tarjeta Crédito,Ana
V12190,2024-03-16,C0361,JV008,PC,239.9,1,Tarjeta Débito,Ana
V12191,2024-02-26,C0042,JV005,PS5,299.9,2,Efectivo,María
V12192,2024-07-19,C0353,JV004,Switch,279.9,2,Tarjeta Débito,José
V12193,2024-10-29,C0036,JV007,PS5,249.9,1,Plin,Luis
V12194,2024-08-07,C0128,JV006,Switch,219.9,2,Plin,Ana
V12195,2024-12-24,C0272,JV017,PS5,219.9,2,Plin,José
V12196,2024-11-07,C0267,JV020,PS5,179.9,1,Tarjeta Débito,Carlos
V12197,2024-10-17,C0062,JV007,PS5,249.9,1,Yape,María
V12198,2024-09-22,C0081,JV005,PS5,299.9,2,Tarjeta Débito,María
V12199,2024-06-05,C0048,JV015,PS5,239.9,1,Tarjeta Débito,Ana
V12200,2024-06-12,C0147,JV002,Xbox,249.9,1,Efectivo,José
V12201,2024-06-14,C0181,JV010,PS5,229.9,1,Yape,José
V12202,2024-08-03,C0428,JV004,Switch,279.9,1,Efectivo,Ana
V12203,2024-03-21,C0372,JV002,Xbox,249.9,3,Tarjeta Débito,Luis
V12204,2024-12-11,C0054,JV004,Switch,279.9,1,Tarjeta Crédito,Carlos
V12205,2024-10-09,C0236,JV016,PS5,289.9,3,Tarjeta Débito,Ana
V12206,2024-07-01,C0379,JV016,PS5,289.9,3,Tarjeta Crédito,Carlos
V12207,2024-06-09,C0385,JV001,PS5,299.9,1,Plin,Ana
V12208,2024-03-12,C0255,JV020,Xbox,179.9,1,Yape,Ana
V12209,2024-04-16,C0086,JV007,PS5,249.9,1,Tarjeta Débito,José
V12210,2024-03-16,C0131,JV007,Xbox,249.9,1,Plin,Luis
V12211,2024-03-02,C0084,JV016,PS5,289.9,2,Tarjeta Crédito,Luis
V12212,2024-05-28,C0333,JV011,PS5,219.9,1,Tarjeta Crédito,Luis
V12213,2024-01-31,C0297,JV006,PS5,219.9,1,Yape,José
V12214,2024-04-30,C0443,JV017,Xbox,219.9,1,Efectivo,María
V12215,2024-01-09,C0261,JV020,PC,179.9,1,Plin,María
V12216,2024-12-27,C0312,JV017,PS5,219.9,3,Efectivo,Ana
V12217,2024-02-09,C0106,JV009,Switch,199.9,1,Plin,Luis
V12218,2024-09-12,C0286,JV019,Switch,249.9,1,Tarjeta Crédito,María
V12219,2024-11-07,C0065,JV016,PS5,289.9,1,Tarjeta Crédito,Carlos
V12220,2024-10-19,C0323,JV001,PS5,299.9,1,Yape,Carlos
V12221,2024-05-30,C0342,JV018,Xbox,129.9,1,Tarjeta Crédito,Luis
V12222,2024-06-16,C0020,JV010,Xbox,229.9,1,Efectivo,José
V12223,2024-11-05,C0007,JV019,Switch,249.9,1,Efectivo,María
V12224,2024-11-20,C0402,JV011,PS5,219.9,1,Tarjeta Crédito,Carlos
V12225,2024-01-10,C0337,JV013,PS5,269.9,1,Efectivo,Carlos
V12226,2024-09-05,C0413,JV020,PS5,179.9,1,Tarjeta Débito,José
V12227,2024-03-17,C0285,JV008,PS5,239.9,1,Tarjeta Crédito,Ana
V12228,2024-10-12,C0315,JV009,Switch,199.9,1,Tarjeta Débito,José
V12229,2024-08-14,C0187,JV016,PS5,289.9,2,Efectivo,Carlos
V12230,2024-05-28,C0166,JV012,PS5,189.9,2,Tarjeta Crédito,José
V12231,2024-05-04,C0354,JV007,PC,249.9,2,Tarjeta Débito,María
V12232,2024-04-30,C0198,JV017,PS5,219.9,2,Efectivo,Carlos
V12233,2024-05-09,C0435,JV019,Switch,249.9,1,Tarjeta Débito,Luis
V12234,2024-03-11,C0394,JV014,PC,259.9,2,Tarjeta Crédito,José
V12235,2024-10-27,C0346,JV016,PS5,289.9,1,Tarjeta Débito,Ana
V12236,2024-12-17,C0100,JV006,PS5,219.9,2,Tarjeta Crédito,José
V12237,2024-08-30,C0425,JV012,PC,189.9,3,Tarjeta Crédito,Carlos
V12238,2024-10-10,C0130,JV013,PS5,269.9,1,Yape,Carlos
V12239,2024-11-13,C0105,JV002,PS5,249.9,2,Yape,Carlos
V12240,2024-07-24,C0092,JV014,PS5,259.9,1,Tarjeta Crédito,Ana
V12241,2024-11-11,C0499,JV016,PS5,289.9,1,Yape,Ana
V12242,2024-11-17,C0157,JV003,PS5,229.9,2,Efectivo,María
V12243,2024-12-07,C0358,JV017,PS5,219.9,2,Tarjeta Débito,Ana
V12244,2024-09-18,C0352,JV007,PS5,249.9,2,Yape,Ana
V12245,2024-11-01,C0447,JV010,PS5,229.9,3,Tarjeta Débito,Carlos
V12246,2024-06-26,C0055,JV008,PS5,239.9,1,Yape,Ana
V12247,2024-09-26,C0044,JV011,PS5,219.9,2,Tarjeta Crédito,María
V12248,2024-11-26,C0095,JV019,Switch,249.9,2,Tarjeta Crédito,Luis
